"","aou","statebcr","meanabund","centroid_diff"
"1",2890,2024,22,29.3646272846645
"2",2890,2027,22.8905950095969,1.3135339240972
"3",2890,2028,15.8778359511344,13.086815890023
"4",2890,2029,16.6285714285714,10.7409026199713
"5",2890,7024,18.2058823529412,3.09616837753351
"6",2890,7025,16.4600694444444,11.6410423934859
"7",2890,7026,17.008064516129,6.59558779913199
"8",2890,11010,1,184.946512489828
"9",2890,17018,5.43065693430657,13.6095077075976
"10",2890,18030,5.25,9.58373497808971
"11",2890,21030,28.4539682539683,6.79884458701626
"12",2890,25027,17.3528722157093,14.9227441642535
"13",2890,25031,18.152466367713,8.2079039319924
"14",2890,27027,28.2614896988906,6.29538761542314
"15",2890,27028,12.9141104294479,4.56998052977691
"16",2890,27029,16.6181818181818,14.2191948149757
"17",2890,33009,2,48.7083948112994
"18",2890,33010,1,45.6902577287303
"19",2890,34022,21.7674185463659,5.22161191583665
"20",2890,34023,8.5,17.8530055076151
"21",2890,34024,27.3157894736842,21.6863000283277
"22",2890,35022,11.8304761904762,3.39870316549845
"23",2890,35023,15.0676691729323,10.5919803703295
"24",2890,35024,22.231173380035,2.63066665747113
"25",2890,36011,4.65277777777778,29.4620781144102
"26",2890,36022,13.2094155844156,14.3814621048881
"27",2890,36023,1.5,44.8752471692906
"28",2890,38018,7.33333333333333,16.9999028766111
"29",2890,38019,28.6694473409802,27.2534171365424
"30",2890,38022,42.0693215339233,7.67496828634136
"31",2890,39024,22.2855691056911,16.7324744215015
"32",2890,39026,24.7272727272727,13.3326108448347
"33",2890,39027,39.2696629213483,18.4033002776717
"34",2890,39028,5.56818181818182,35.8721127731194
"35",2890,42025,12.2517985611511,8.73205959868145
"36",2890,42026,10.2450592885375,25.2331136276612
"37",2890,42027,7.67924528301887,12.6183362414245
